,Country,Year,Gold Standard,exch_usd,Domestic_Debt_In_Default,Sovereign External Debt,GDP_Weighted_default,"Inflation, Annual percentages of average consumer prices",Independence,Unemployment Rate,GDP,GDP PerCapita,Crisis
483,United States,1849.0,0,4.82392667631452,0,0,0,-0.14562241566060688,1,0.0,,,0
484,United States,1850.0,0,4.861448711716092,0,0,0,-0.40348674247680744,1,0.0,42583.0,1805.9164312563723,0
485,United States,1851.0,0,4.906771344455348,0,0,0,4.463173248211841,1,0.0,,,0
486,United States,1852.0,0,4.88997555012225,0,0,0,0.7256521739130347,1,0.0,,,0
487,United States,1853.0,0,4.849660523763337,0,0,0,2.2217192206571164,1,0.0,,,0
488,United States,1854.0,0,4.8123195380173245,0,0,0,5.7340501792114695,1,0.0,,,0
489,United States,1855.0,0,4.816955684007707,0,0,0,3.542811556763322,1,0.0,,,0
490,United States,1856.0,0,4.844961240310077,0,0,0,-0.783622308365385,1,0.0,,,0
491,United States,1857.0,0,4.847309743092583,0,0,0,2.9410855557463393,1,0.0,,,1
492,United States,1858.0,0,4.870920603994155,0,0,0,-4.284676587745765,1,0.0,,,0
493,United States,1859.0,0,4.863813229571984,0,0,0,-2.2250740058133256,1,0.0,,,0
494,United States,1860.0,0,4.616805170821792,0,0,0,-1.057972937118598,1,0.0,69346.0,2178.027459346296,0
495,United States,1861.0,0,4.837929366231253,0,0,0,5.09265285151568,1,0.0,,,1
496,United States,1862.0,0,6.472491909385114,0,0,0,12.608119365028509,1,0.0,,,1
497,United States,1863.0,0,7.385524372230429,0,0,0,20.87571000257309,1,0.0,,,1
498,United States,1864.0,0,4.8285852245292125,0,0,0,24.043707188298143,1,0.0,,,1
499,United States,1865.0,0,4.844961240310077,0,0,0,4.923867950720459,1,0.0,,,1
500,United States,1866.0,0,4.805382027871215,0,0,0,-1.373271632614742,1,0.0,,,1
501,United States,1867.0,0,4.904364884747425,0,0,0,-4.862651379782654,1,0.0,,,0
502,United States,1868.0,0,4.868549172346641,0,0,0,-3.927769806485172,1,0.0,,,0
503,United States,1869.0,0,4.859086491739553,0,0,0,-3.7483908207201893,1,0.0,,,0
504,United States,1870.0,0,4.868549172346641,0,0,0,-4.249664211146975,1,0.0,98374.0,2444.6436654277486,0
505,United States,1871.0,0,4.875670404680643,0,0,0,-4.978916517898515,1,0.0,102862.0,2502.846853861502,0
506,United States,1872.0,0,4.892367906066537,0,0,0,0.3744483050051679,1,0.0,107065.0,2540.938864628821,0
507,United States,1873.0,0,4.875670404680643,0,0,0,-2.1012364071329332,1,0.0,112436.0,2604.2525594107565,1
508,United States,1874.0,0,4.901960784313726,0,0,0,-3.2403703703703712,1,0.0,111735.0,2527.2550438794897,0
509,United States,1875.0,0,4.894762604013705,0,0,0,-3.9662426797739365,1,0.0,117573.0,2598.5854790584594,0
510,United States,1876.0,0,4.84027105517909,0,0,0,-2.7337546193643747,1,0.0,118974.0,2570.3545271890594,1
511,United States,1877.0,0,4.859086491739553,0,0,0,-3.661565106466492,1,0.0,122827.0,2595.393555203381,0
512,United States,1878.0,0,4.880429477794046,0,0,0,-5.426220506220505,1,0.0,127964.0,2645.9617054712376,0
513,United States,1879.0,0,4.844961240310077,0,0,0,2.4154589371980686,1,0.0,143726.0,2909.433198380567,0
514,United States,1880.0,1,4.82392667631452,0,0,0,3.0180180180180067,1,0.0,160656.0,3183.9549724523363,0
515,United States,1881.0,1,4.849660523763337,0,0,0,1.7316017316017291,1,0.0,166377.0,3215.449432773515,0
516,United States,1882.0,1,4.8543689320388355,0,0,0,-0.8230452674897109,1,0.0,177002.0,3337.959907217078,0
517,United States,1883.0,1,4.8543689320388355,0,0,0,-1.929220609927616,1,0.0,181322.0,3338.5870265692033,0
518,United States,1884.0,1,4.8543689320388355,0,0,0,-2.951814246359698,1,0.0,184591.0,3320.2806007734507,1
519,United States,1885.0,1,4.885197850512946,0,0,0,-1.5787555351962193,1,0.0,185992.0,3269.959035848028,0
520,United States,1886.0,1,4.844961240310077,0,0,0,-1.7254022988505682,1,0.0,191596.0,3294.065057423836,1
521,United States,1887.0,1,4.866180048661801,0,0,0,1.501560593203206,1,0.0,200236.0,3368.2546090701117,0
522,United States,1888.0,1,4.894762604013705,0,0,0,0,1,0.0,199302.0,3281.6637028255286,0
523,United States,1889.0,1,4.849660523763337,0,0,0,-2.1983040935672533,1,0.0,211678.0,3413.28044375645,0
524,United States,1890.0,1,4.861448711716092,0,0,0,-0.7501501501501525,1,0.0,214713.945,3391.898281254937,0
525,United States,1891.0,1,4.844961240310077,0,0,0,0,1,0.0,224026.83899999998,3467.263650715037,1
526,United States,1892.0,1,4.885197850512946,0,0,0,-0.4444444444444438,1,0.0,245756.925,3727.9955856921815,1
527,United States,1893.0,1,4.868549172346641,0,0,0,-0.6124770642201849,1,0.0,233857.116,3478.4119825675657,1
528,United States,1894.0,1,4.880429477794046,0,0,0,-3.9874441107774423,1,0.0,227131.137,3313.799579813542,1
529,United States,1895.0,1,4.892367906066537,0,0,0,-1.756878820568139,1,0.0,254552.43600000002,3644.220354755122,0
530,United States,1896.0,1,4.870920603994155,0,0,0,0,1,0.0,249378.60600000003,3504.4280715560494,0
531,United States,1897.0,1,4.859086491739553,0,0,0,-0.6600330033003384,1,0.0,273178.224,3769.4832967669827,1
532,United States,1898.0,1,4.8543689320388355,0,0,0,0.46948356807511665,1,0.0,278869.437,3779.691749908513,0
533,United States,1899.0,1,4.885197850512946,0,0,0,1.3888888888888868,1,0.0,304221.20399999997,4051.3670612989567,0
534,United States,1900.0,1,4.85201358563804,0,0,0,1.1111111111111152,1,0.0,312499.332,4090.7872916966658,0
535,United States,1901.0,1,4.861448711716092,0,0,0,1.5372259857564703,1,0.0,347681.376,4463.863188167626,0
536,United States,1902.0,1,4.878048780487805,0,0,0,1.508164906988435,1,0.0,351303.05700000003,4420.630145088023,1
537,United States,1903.0,1,4.837929366231253,0,0,0,1.9408737864077708,1,0.0,368376.696,4550.894374027129,0
538,United States,1904.0,1,4.875670404680643,0,0,0,1.0444654088050376,1,0.0,363720.249,4409.532024004364,0
539,United States,1905.0,1,4.863813229571984,0,0,0,0.20151878773893284,1,0.0,390624.165,4642.163891760846,0
540,United States,1906.0,1,4.842615012106537,0,0,0,2.8653565204213027,1,0.0,435636.48600000003,5079.124239244491,0
541,United States,1907.0,1,4.866180048661801,0,0,0,4.235968497232874,1,0.0,442362.465,5064.89042695703,1
542,United States,1908.0,1,4.8732943469785575,0,0,0,-1.1799705014749289,1,0.0,406145.655,4560.615967660435,1
543,United States,1909.0,1,4.878048780487805,0,0,0,0.6512512512512466,1,0.0,455814.42299999995,5017.495987671307,0
544,United States,1910.0,1,4.863813229571984,0,0,0,3.059051987767584,1,0.0,460470.87,4963.735703429022,0
545,United States,1911.0,1,4.870920603994155,0,0,0,0.7017543859649112,1,0.0,475474.977,5045.6839038988055,0
546,United States,1912.0,1,4.866180048661801,0,0,0,2.7847874841743576,1,0.0,497722.446,5200.698473402087,0
547,United States,1913.0,1,4.859086491739553,0,0,0,1.820072678644099,1,0.0,517383.0,5300.729463352663,0
548,United States,1914.0,1,4.875670404680643,0,0,0,0.8934453781512571,1,0.0,477544.50899999996,4799.201135621325,1
549,United States,1915.0,1,4.7281323877068555,0,0,0,1.2145104510451061,1,0.0,490996.467,4864.192617469611,1
550,United States,1916.0,1,4.764173415912339,0,0,0,9.166458584075519,1,0.0,558773.64,5458.692899847602,0
551,United States,1917.0,1,4.764173415912339,0,0,0,17.828585322723256,1,0.0,544804.299,5247.736873537089,0
552,United States,1918.0,0,4.7664442326024785,0,0,0,18.578338342636325,1,0.0,593955.684,5658.984393757503,0
553,United States,1919.0,0,3.812428516965307,0,0,0,14.848484848484839,1,0.0,599129.514,5680.406492656888,0
554,United States,1920.0,0,3.4928396786587497,0,0,0,11.509177210336631,1,0.0,593438.301,5552.327364077806,1
555,United States,1921.0,0,4.156275976724855,0,0,0,-10.82935853379152,1,0.0,579986.343,5322.73359091076,1
556,United States,1922.0,1,4.610419548178884,0,0,0,-5.131398267696686,1,0.0,612064.089,5539.843678722711,0
557,United States,1923.0,1,4.361098996947231,0,0,0,2.12228796844182,1,0.0,692775.837,6164.1990354756335,0
558,United States,1924.0,1,4.697040864255519,0,0,0,0,1,0.0,713988.54,6232.550673021527,0
559,United States,1925.0,1,4.849660523763337,0,0,0,3.1164615210245903,1,0.0,730544.796,6282.418871039868,0
560,United States,1926.0,1,4.85201358563804,0,0,0,-0.053709319854573355,1,0.0,778144.032,6602.442213869351,1
561,United States,1927.0,1,4.8828125,0,0,0,-1.7005626511723406,1,0.0,785904.777,6576.498945624341,1
562,United States,1928.0,1,4.85201358563804,0,0,0,-1.3461256854898433,1,0.0,794700.288,6569.345446429309,0
563,United States,1929.0,1,4.8828125,0,0,0,7.512004944610845,1,0.0,843334.29,6898.7221563254125,1
564,United States,1930.0,1,4.856726566294317,0,0,0,-9.61178294573642,1,0.0,768313.755,6212.7127066015455,1
565,United States,1931.0,1,3.3738191632928474,0,0,0,-9.105590062111803,1,0.0,709332.093,5691.366596326816,1
566,United States,1932.0,1,3.278688524590164,0,0,0,-10.384511014100063,1,0.0,615685.77,4908.365780158806,1
567,United States,1933.0,1,5.115089514066496,1,1,18.93,-3.0182055604989153,1,0.0,602751.195,4776.9154778887305,1
568,United States,1934.0,0,4.945598417408506,0,0,0,2.6569859889214746,1,0.0,649315.665,5113.607593441384,0
569,United States,1935.0,0,4.928536224741252,0,0,0,2.661691542288545,1,0.0,698984.433,5466.837946487928,0
570,United States,1936.0,0,4.906771344455348,0,0,0,1.3346376811594172,1,0.0,798321.969,6203.883782376575,1
571,United States,1937.0,0,4.997501249375312,0,0,0,3.233571428571431,1,0.0,832469.247,6430.12147778533,0
572,United States,1938.0,0,4.670714619336758,0,0,0,-2.258888888888894,1,0.0,799356.735,6126.465671847696,0
573,United States,1939.0,0,3.930817610062893,0,0,0,-0.8899999999999908,1,0.0,862994.844,6560.752658907244,1
574,United States,1940.0,0,4.035512510088782,0,0,0,0.9571428571428564,1,0.0,929737.2509999999,7009.637212844078,1
575,United States,1941.0,0,4.035512510088782,0,0,0,7.344539007092204,1,0.0,1098921.492,8205.683099117397,0
576,United States,1942.0,0,4.035512510088782,0,0,0,9.916129032258066,1,0.0,1318809.267,9741.105188128759,0
577,United States,1943.0,0,4.035512510088782,0,0,0,4.554289940828408,1,0.0,1581122.448,11518.171571769917,0
578,United States,1944.0,0,4.035512510088782,0,0,0,1.874425287356337,1,0.0,1713572.496,12333.449664236308,0
579,United States,1945.0,0,4.033884630899556,0,0,0,2.313595505617976,1,0.0,1644760.5569999998,11708.647557555134,0
580,United States,1946.0,0,3.0003000300030003,0,0,0,13.250934065934064,1,0.0,1305357.3090000001,9196.542968860083,0
581,United States,1947.0,0,2.5,0,0,0,11.713604651162782,1,0.0,1285696.755,8885.994381012937,1
582,United States,1948.0,0,3.0303030303030303,0,0,0,5.430726495726491,1,0.0,1334330.757,9064.562250769346,1
583,United States,1949.0,0,2.379819133745835,0,0,0,-1.557344398340236,1,0.0,1339504.5869999998,8943.744321292648,0
584,United States,1950.0,0,2.5201612903225805,0,0,0,3.491101694915249,1,0.0,1455916.0,9561.34786006528,0
585,United States,1951.0,0,2.449779519843214,0,0,0,6.81999999999999,1,0.0,1566784.0,10116.24633582562,0
586,United States,1952.0,0,2.73000273000273,0,0,0,1.507358490566045,1,0.0,1625245.0,10315.544610385077,0
587,United States,1953.0,0,2.7800945232137892,0,0,0,0.8495318352059833,1,0.0,1699970.0,10612.608000799082,0
588,United States,1954.0,0,2.7203482045701852,0,0,0,-0.21674721189589324,1,0.0,1688804.0,10359.108363083189,0
589,United States,1955.0,0,2.7739251040221915,0,0,0,0.0322659176029938,1,0.0,1808126.0,10896.854716719601,0
590,United States,1956.0,0,2.749518834204014,0,0,0,2.2725373134328404,1,0.0,1843455.0,10914.282161950941,0
591,United States,1957.0,0,2.859593937660852,0,0,0,3.139275362318838,1,0.0,1878063.0,10919.986742952833,0
592,United States,1958.0,0,2.802690582959641,0,0,0,2.3702816901408474,1,0.0,1859088.0,10630.528013174597,0
593,United States,1959.0,0,2.800336040324839,0,0,0,1.1550519031141881,1,0.0,1997061.0,11230.16926277906,0
594,United States,1960.0,0,2.803476310625175,0,0,0,1.5125623582766536,1,5.61711471129125,2046727.0,11328.475516269904,0
595,United States,1961.0,0,2.808199943836001,0,0,0,0.9289262626968395,1,6.7702708304918495,2094396.0,11401.734434457867,0
596,United States,1962.0,0,2.802690582959641,0,0,0,1.226775732788017,1,5.5962104562177695,2220732.0,11904.984507178162,0
597,United States,1963.0,0,2.796420581655481,0,0,0,1.3465008941085863,1,5.7391256177161205,2316765.0,12242.340495238901,0
598,United States,1964.0,0,2.7901785714285716,0,0,0,1.2154286023589216,1,5.24617523394315,2450915.0,12772.566431634954,0
599,United States,1965.0,0,2.802690582959641,0,0,0,1.7268869385647658,1,4.579955008130691,2607294.0,13418.701718450051,0
600,United States,1966.0,0,2.7901785714285716,0,0,0,3.13007099974417,1,3.83219094685393,2778086.0,14133.526658526658,0
601,United States,1967.0,0,2.4061597690086622,0,0,0,2.8572737900397516,1,3.8910566657637102,2847549.0,14330.030395748621,0
602,United States,1968.0,0,2.384358607534573,0,0,0,4.408152714711364,1,3.6085310871683105,2983081.0,14862.938825944417,0
603,United States,1969.0,0,2.4009603841536618,0,0,0,5.641436282364789,1,3.5579870737847994,3076517.0,15179.408615679135,1
604,United States,1970.0,0,2.3934897079942554,0,0,0,5.797993669785224,1,5.00838426579352,3081900.0,15029.846087821626,0
605,United States,1971.0,0,2.5523226135783563,0,0,0,3.934297494049607,1,6.041504931272731,3178106.0,15304.298833194485,1
606,United States,1972.0,0,2.34796900680911,0,0,0,3.329759288697644,1,5.688501157238719,3346554.0,15943.867439112702,0
607,United States,1973.0,0,2.323420074349442,0,0,0,7.054867567916134,1,4.95075074450422,3536622.0,16689.34306707124,0
608,United States,1974.0,0,2.3485204321277595,0,0,0,11.486243226541532,1,5.67705862450559,3526724.0,16491.26974477915,0
609,United States,1975.0,0,2.023472278429786,0,0,0,8.352672692500745,1,8.561464423725111,3516825.0,16283.63267630676,1
610,United States,1976.0,0,1.7024174327545114,0,0,0,5.4632526825076795,1,7.786562135616469,3701163.0,16975.08656867017,0
611,United States,1977.0,0,1.9058509624547357,0,0,0,6.596865714089348,1,7.132504802090629,3868829.0,17566.502753826528,0
612,United States,1978.0,0,1.9175271569783607,0,0,0,8.079210453117694,1,6.13419821261611,4089548.0,18372.97212300919,0
613,United States,1979.0,0,2.1178319330934534,0,0,0,11.942325821022058,1,5.9238266892661,4228647.0,18789.393703761303,0
614,United States,1980.0,0,2.3239870321523606,0,0,0,13.502,1,7.255716835664719,4230558.0,18577.36665413365,0
615,United States,1981.0,0,2.009480730084539,0,0,0,10.378,1,7.74128083040972,4336141.0,18855.55486999598,0
616,United States,1982.0,0,1.7468866113369446,0,0,0,6.158,1,9.86085724560746,4254870.0,18325.12026308355,0
617,United States,1983.0,0,1.5157830914396149,0,0,0,3.16,1,9.78047265210102,4433129.0,18920.156391092147,0
618,United States,1984.0,0,1.330128610135314,0,0,0,4.368,1,7.63741221200804,4755958.0,20122.667101821073,1
619,United States,1985.0,0,1.283291797455489,0,0,0,3.528,1,7.30410922644289,4940383.0,20717.322960076497,1
620,United States,1986.0,0,1.4658522391625879,0,0,0,1.944,1,7.09687179467939,5110480.0,21236.08546335124,1
621,United States,1987.0,0,1.634181855025191,0,0,0,3.578,1,6.29718894698344,5290129.0,21787.69367412788,1
622,United States,1988.0,0,1.7788213529715213,0,0,0,4.1,1,5.58916115687531,5512845.0,22499.441620233243,1
623,United States,1989.0,0,1.6361979341364885,0,0,0,4.791,1,5.3405578461866305,5703521.0,23059.278193599523,1
624,United States,1990.0,0,1.928,0,0,0,5.419,1,5.67262840227244,5803200.0,23200.559941388365,1
625,United States,1991.0,0,1.871,0,0,0,4.216,1,6.927371833318759,5791930.851878101,22848.52918067601,1
626,United States,1992.0,0,1.512,0,0,0,3.042,1,7.60743686106412,5985151.501063076,23298.119448949757,0
627,United States,1993.0,0,1.481,0,0,0,2.97,1,7.0255152958322595,6146209.836995039,23616.074711866208,0
628,United States,1994.0,0,1.563,0,0,0,2.596,1,6.16880545955019,6395858.483345145,24278.63474414547,0
629,United States,1995.0,0,1.55,0,0,0,2.805,1,5.64388515229746,6558150.667611622,24603.174663290505,0
630,United States,1996.0,0,1.698,0,0,0,2.937,1,5.457434446393711,6803768.742735648,25230.224231062657,0
631,United States,1997.0,0,1.654,0,0,0,2.338,1,4.99627586611836,7109774.55034875,26051.550692973986,0
632,United States,1998.0,0,1.664,0,0,0,1.547,1,4.55010833226551,7413357.0,26848.774125103857,0
633,United States,1999.0,0,1.616,0,0,0,2.193,1,4.2530368613342,7746169.0,27734.749851852728,0
634,United States,2000.0,0,1.492,0,0,0,3.367,1,4.02098505625783,8032209.0,28467.061008371198,0
635,United States,2001.0,0,1.45,0,0,0,2.817,1,4.78668949290891,8093143.0,28405.464787743713,0
636,United States,2002.0,0,1.612,0,0,0,1.596,1,5.8517152363945595,8223657.0,28603.924855913545,1
637,United States,2003.0,0,1.785,0,0,0,2.298,1,6.0615916352333405,8431121.0,29074.23461822295,1
638,United States,2004.0,0,1.931,0,0,0,2.668,1,5.597952018995691,8738865.0,29845.23882707322,0
639,United States,2005.0,0,1.722,0,0,0,3.366,1,5.14396630591553,9009770.0,30481.35379910211,0
640,United States,2006.0,0,1.963,0,0,0,3.222,1,4.68893542752301,9253034.0,31004.463178775106,0
641,United States,2007.0,0,1.9847,0,0,0,2.871,1,4.67508043991925,9447347.0,31357.365241635685,1
642,United States,2008.0,0,1.4626,0,0,0,3.815,1,5.84752568735509,9485136.0,31177.721971679133,1
643,United States,2009.0,0,1.6154,0,0,0,-0.32,1,9.37790617873382,14448.93,,1
644,United States,2010.0,0,1.5599,0,0,0,1.638,1,9.76802750870948,14992.052,,1
645,United States,2011.0,0,1.5535,0,0,0,3.142,1,9.0663509285369,15542.582,,0
646,United States,2012.0,0,1.6251,0,0,0,2.078,1,8.165597226875558,16197.007,,0
647,United States,2013.0,0,1.6556,0,0,0,1.467,1,7.48522447033036,16784.851,,0
648,United States,2014.0,0,1.5573,0,0,0,1.61,1,6.25535554001903,17527.258,,0
649,United States,2015.0,0,1.4738,0,0,0,0.118,1,5.3663646124623705,18238.301,,1
